text,score,title
I hope this TYT fool doesn't consider himself to be a journalist or reporter in anyway.  What a moron.,1,Republican ADMITS What Is Behind Killing Border Deal
"All deals are not good deals, bad policies are just bad why agree to them.",0,Republican ADMITS What Is Behind Killing Border Deal
T R U M P. 2 0 2 4,0,Republican ADMITS What Is Behind Killing Border Deal
Dude you talk around shit not worth a shit bruh...,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Gregg Abbott is a very horrible human being. Thank GOD for US Supreme Court.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Read the bill idiot.......its give us more money for war or no boarder security FOR YOU!,1,Republican ADMITS What Is Behind Killing Border Deal
Who is this idiot ! Are completing stuppid . No body wants to give biden more money an get nothing for it americans see thru your bull.,1,Republican ADMITS What Is Behind Killing Border Deal
"Shut up, Young TURDS.  You are such liars.",1,Republican ADMITS What Is Behind Killing Border Deal
Ken Paxton should NOT even be in office. He abused his office and only remains in office thanks to other GOP extremist enablers. Abbott and Paxton both need to G.O.!!!,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
U guys are pathetic and all u lunatics ur show u promote open boarders war and ridiculous shit!! U guys belong in a insane asylum! This is why no one watches ur show u lie cheat and steal and are winey losers,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
The turk is the biggest enemy of united states to hell with him !@@,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
This clown ……!🤬,0,Republican ADMITS What Is Behind Killing Border Deal
You are so full of crap,1,Republican ADMITS What Is Behind Killing Border Deal
Matbe give less funding for the Wars but move to shut the border down.,0,Republican ADMITS What Is Behind Killing Border Deal
"Comments sound pretty unanimous about the fact that TYT is a liberal shill channel that is lacking even a shred of common sense. With everyone calling out the BS, why keep slinging the lefts shite narrative?",0,Republican ADMITS What Is Behind Killing Border Deal
I don't know why this came up on my YouTube page im definitely blocking this idiot leftist on this show.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"Look at how the world is on fire thanks to Biden. On the brink of ww3, inflation, Yemen actually has a naval blockade on US shipping, countries dumping the dollar, border crisis, and now states refusing to take orders from Biden. This country needs Trump back ASAP.",0,Republican ADMITS What Is Behind Killing Border Deal
Candice Owens for President,0,Republican ADMITS What Is Behind Killing Border Deal
"This is bidens fault and this fat jerk is full of S***  you dems are destroying this country and mayer adams,jonston e.t.c are blameing Gov Abbott because they dont have the balls how can anybody support this horrible adminasyration oh yea long live Israel  🌴🇺🇸🌴🇺🇸🌴🇺🇸🌴🇮🇱🌴🇮🇱🌴🇺🇸🌴🇮🇱🌴🇺🇸",1,Republican ADMITS What Is Behind Killing Border Deal
Your so full of crap its leaking out your ears Republicans do not want the border open you people lie like Democrats thats a fact.,1,Republican ADMITS What Is Behind Killing Border Deal
"Democrats want open borders,  that is a fact,   this is 100 percent fake news,",0,Republican ADMITS What Is Behind Killing Border Deal
These news people suck and the one guy needs to learn how to speak,1,Republican ADMITS What Is Behind Killing Border Deal
YA'LL ARE FULL OF SHIT.,1,Republican ADMITS What Is Behind Killing Border Deal
Fuck Texas Nazis,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
This proves that liberals and Biden administration want illegal immigrants to destroy America.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Fake news channel,0,Republican ADMITS What Is Behind Killing Border Deal
"Treasonous motherfucker,the country can go to Hell if Trump can't get the CREDIT.",1,Republican ADMITS What Is Behind Killing Border Deal
These assholes in the republican party aren't even trying to serve the people. They are shitting on their own agenda. Who are their donors again?,1,Republican ADMITS What Is Behind Killing Border Deal
It doesn’t matter what Biden is doing the right is going to block it. We are soooo proud of them for NOT doing their job!  I know how to use caps too! 😅,0,Republican ADMITS What Is Behind Killing Border Deal
Where’s Cenk????   Love when he goes spastic like a retard swearing and yelling!!!!   No facts just hot air!!!!   Stupida*s!!!   This channels a joke!!!,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"young turks ??? wtf is that !?!? 😂😂😂😂 young bootlickers is more like it !!!! TRUMP WINS 2024 !!!! DEAL WITH IT BUNCH OF SNOWFLAKE CRY BABIES. GO CHANGE YOUR GENDER, GET GREEN HAIR, BE ETERNALLY OFFENDED, AND STAY OUT OF TRUE PATRIOTIC AMERICA'S BUSINESS. 🇺🇲🇨🇱🇮🇱🇺🇲🇨🇱🇮🇱🇺🇲🇨🇱🇮🇱🇺🇲🇨🇱🇮🇱🇺🇲🇨🇱🇮🇱",0,Republican ADMITS What Is Behind Killing Border Deal
"OMFG Josh Hauls-Ass Hawley is at it again, C'mon Missouri, aren't we sick of this sht show?",1,Republican ADMITS What Is Behind Killing Border Deal
This show sucks small dicks of leftist,1,Republican ADMITS What Is Behind Killing Border Deal
This is a spiritual battle between GOOD and evil!  GOOD NEWS GOD ALMIGHTY WINS,0,Republican ADMITS What Is Behind Killing Border Deal
The impersonation attempt makes you sound stupid.. take note for future reference.,1,Republican ADMITS What Is Behind Killing Border Deal
This show sucks 😊,1,Republican ADMITS What Is Behind Killing Border Deal
I've never watched these two😊 before but this guy is a asshat. The Constitution is we the people and we the people don't want them invading our southern border irregardless. He talks just like another self-educated person that's been paid off.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"Trump, the rapist president of the United States 🇺🇸",1,Republican ADMITS What Is Behind Killing Border Deal
this shit is stupid .all a puppet show .,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
TYT=THE YOUNG TURDS,0,Republican ADMITS What Is Behind Killing Border Deal
The GOP has accomplished nothing in office. They can't govern and are incapable of drafting policy.,0,Republican ADMITS What Is Behind Killing Border Deal
You could not be dumber if you had three scripts in front of you. The whole crew dumb and dumber wow,1,Republican ADMITS What Is Behind Killing Border Deal
This is not rocket science you bunch of dumbasses close the damn border,1,Republican ADMITS What Is Behind Killing Border Deal
All those crossings will never allow progressives to pursue their goals. Too much cost.,0,Republican ADMITS What Is Behind Killing Border Deal
So is this considered a government take over?,0,Republican ADMITS What Is Behind Killing Border Deal
Our federal government is causing America to be over run by illegal immigration.   I have lost faith in our leaders elected to keep America safe.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Definitely Cenk is 100% a moron,1,Republican ADMITS What Is Behind Killing Border Deal
The court let us down,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"What is insanity is allowing anyone to come into this country, and we dont know who is coming. They are not coming here for asylum, thats a trick bag. This administration is allowing this to happen.",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
BIDEN WASN'T ELECTED HE WAS INSTALLED LIKE A TOILET.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
And they should send the bill to Texas governor Abbott,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Cenk you're so full of crap it's seeping out your skin pores,1,Republican ADMITS What Is Behind Killing Border Deal
"Fact is, the magas have been mad ever since President Obama was elected twice. So they follow a fascist, and become fascist to quench their racist hatred.",0,Republican ADMITS What Is Behind Killing Border Deal
Stop I can't believe you have followers you  Commies,0,Republican ADMITS What Is Behind Killing Border Deal
Spewing ignorance on this channel. Get a clue. Stop the bleeding before you build a new hospital idiots.,1,Republican ADMITS What Is Behind Killing Border Deal
Are u serious right now smh who's side are u on ur stupid in my opinion,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Your a pink crap.,1,Republican ADMITS What Is Behind Killing Border Deal
You mean the border you guys cut the razor wire for? Got it.,0,Republican ADMITS What Is Behind Killing Border Deal
"And Marco Rubio running his mouth, I guess he forgot his parents were immigrants!",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
THIS IS WHAT WE GET FROM PISS POOR GOVERNMENT. DOESN'T MATTER WHICH PARTY. THEIR ALL PISS POOR AND WORTHLESS.,0,Republican ADMITS What Is Behind Killing Border Deal
Fuck this dumb narrative,1,Republican ADMITS What Is Behind Killing Border Deal
The border is just something republicans use to get votes,0,Republican ADMITS What Is Behind Killing Border Deal
"Republicans are insane, they can't even put their money where their mouth is. FOR WHAT? An orange wannabe Hitler. WTF is wrong with these morons?",1,Republican ADMITS What Is Behind Killing Border Deal
its not because of the republican party your stupid,1,Republican ADMITS What Is Behind Killing Border Deal
This guy is a piece of s***spewing lies and by doing so he is a traitor to this country and her people,1,Republican ADMITS What Is Behind Killing Border Deal
Why do you want to be a lier to the USA people it's is Biden that did it not trump,0,Republican ADMITS What Is Behind Killing Border Deal
Torch the constitution.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
BOYCOTT THIS SHOW!!!!!! STUPID PEOPLE!!!!!,1,Republican ADMITS What Is Behind Killing Border Deal
Republicans are despicable and Trump is right in the damn middle of it interfering and obstructing the Congressional. Except for a couple of the Republican Senators most of them are showing no moral compass whatsoever. The gutter is so deep and full of these wretched excuses for being human!,1,Republican ADMITS What Is Behind Killing Border Deal
"“It didn’t matter. They didn’t care about immigration status,  It was, Get the cheapest labor possible said the manager of *Trump National Golf Club.”  “The assumption at the club was that immigration authorities were not likely to target golf clubs for mass raids.”",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
The ignorance on the left is staggering.,0,Republican ADMITS What Is Behind Killing Border Deal
These two idiots should let illegal people live with them!,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"Man I agree with Cenk. May have to get my heart meds out. And just watched my favorite senator, idiot, total loser Josh Hawley bragging about tanking the bill.",1,Republican ADMITS What Is Behind Killing Border Deal
"*Damn, well it's a good thing I don't vote for sleazy Democrats either.*",0,Republican ADMITS What Is Behind Killing Border Deal
Republicans don't want to Govern. They want to Enslave and Rule over the American people.,0,Republican ADMITS What Is Behind Killing Border Deal
One of the most useless congress people in american history. His mommy still wipes his ass so he can bend over for fat ass baby king dum dum donnie,1,Republican ADMITS What Is Behind Killing Border Deal
The demonrats border deal  sucked. That is why it did not pass.You people need to wake up,0,Republican ADMITS What Is Behind Killing Border Deal
Yall are fkin mental!,1,Republican ADMITS What Is Behind Killing Border Deal
Texas is filled with retards so what do you expect.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Tell TEXAS THAT THIER NON COMPLIANCE IS A FEDERAL PENALTY ON THE STATE Foreign WORKERS ARE COSTING AMERICAN WORKERS JOBS,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
I don't give a s*** by who Democrats Republicans anybody in the government shut the damn thing down,1,Republican ADMITS What Is Behind Killing Border Deal
If the position of TYT on this issue were strong they wouldn't need to mislead on it.  Why won't they admit to the fact that Biden could fix this issue just as fast as he broke it.  No negotiations necessary.,0,Republican ADMITS What Is Behind Killing Border Deal
Republicans said NO TO UKRAINE YOU FAT MORON!!! The Republicans have sent HR2 to the Senate and the Senate is just ssitting on it! Your FACTS SUCK!!,1,Republican ADMITS What Is Behind Killing Border Deal
If after the last 3 years you vote Democrat anything.  You are one ignorant S.O.B.  Democrats are disgusting people. Bunch of sniveling entitled worthless woke sissies. Cowards everyone of em.,1,Republican ADMITS What Is Behind Killing Border Deal
Bunch of cry babies trying to fuck up our country,1,Republican ADMITS What Is Behind Killing Border Deal
Why would they order something removed that makes the US safer? Plus it cost money to put up and take down...,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
TYT is correct definitely..👍,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
The vulgarian seems to have stopped talking about his big plan to build an enormous dome over the USA. Did somebody tell him it was wacking NUTS?,0,Republican ADMITS What Is Behind Killing Border Deal
The members of The Supreme Court are stupid,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
What's wrong with your dick lip ?,1,Republican ADMITS What Is Behind Killing Border Deal
This isn’t Texas against the federal government. This is US Citizens against the federal government. Citizens are sick of this BS.  100% behind Texas,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Not being raciest I am saying that we can’t even take care of are own people let alone more people,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
The us government is failing us. So we are gonna do what they are afraid to do. Texas needs to close the borders. Better to ask for forgiveness than permission. Bidens government has ruined us. We are Texans... We arent going down without a fight.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Idiots globalist close the borders.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Ahh I knew the young turds would have the answer to this,0,Republican ADMITS What Is Behind Killing Border Deal
So you want open borders dum ass,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Just another left wing cheerleading outlet,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
That’s just an idiotic take….no one would ever say let’s shoot them . The wire stops ILLEGALS from coming in cause Biden isn’t doing shyt. Wake up,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Holy shit Ben sucks,1,Republican ADMITS What Is Behind Killing Border Deal
"Texas doesn’t care what the Supreme Court says, our Governor has order the Texas National Guard to continue to string wire & barriers.  😂 Don’t mess with Texas.",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
This channel is trash.,1,Republican ADMITS What Is Behind Killing Border Deal
"TYT: we don’t wanna protect our borders from drugs, human trafficking and violent criminals  Cenk and Ana are wrong as usual your show caters to morons",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"A new government, of the people, by the people, for Trump !!! FUCK THAT !!! 😡🛑💩💯🇺🇲💙🇺🇲💙🇺🇲💙🇺🇲💙🇺🇲💙",1,Republican ADMITS What Is Behind Killing Border Deal
If you believe this should be done than you’re a fool…,1,Republican ADMITS What Is Behind Killing Border Deal
We Texans have a right to protect ourselves. It is clear that the government will not. Keep in mind that Biden is ignoring the Supreme Court ruling as well,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"Texas is the only smart state, we'll give you some love, send you some worker",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"Damn, I thank we just found the village idiot's 😮",1,Republican ADMITS What Is Behind Killing Border Deal
"TRUMP HAD THE BORDER CONTROLED unfortunately the actual senile president even doesn’t know where is his ….. little nose😅, how can him manage our country??",0,Republican ADMITS What Is Behind Killing Border Deal
Wth is wrong with TYT???,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"JOE BIDEN , Should call all the PRESS OUTLETS ,,Have them watch him sign THE BOARDER DEAL, and invite them to CONGRESS ,,TO WITNESS THEM REFUSING TO PROTECT THE BOARDER....",0,Republican ADMITS What Is Behind Killing Border Deal
"It's close to midnight in the ‘Last Chance Saloon’ . . . . whilst over the road, Boot Hill cemetery gates swing open ahead of the fast-approaching storm . . .",0,Republican ADMITS What Is Behind Killing Border Deal
Ahhhh shut up you arrogant puke!,1,Republican ADMITS What Is Behind Killing Border Deal
Is Cenk retarded? Democrat states refused to cooperate with the federal government when they came up with sanctuary cities and refuse to cooperate with ICE. Such hypocrits.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Well if they killed it due to trump....then they better stop bitching about it.....right...Can't be that bad if they don't want to do anything....MAGAS/Republicans are useless....Zero done what a frickin waste....🤬🤬🤬🤬🤬💙🇺🇸💙🇺🇸💙🇺🇸💙🇺🇸💙🇺🇸💙🇺🇸💙🇺🇸💙🇺🇸💙🇺🇸,1,Republican ADMITS What Is Behind Killing Border Deal
STAND STRONG GOV. ABBOTT.THANK YOU FOR YOUR SERVICE PATRIOT..,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Sore losers you want people to spend all their taxes on what you want and no one gets a choice what to spend it on thats messed up shut up take down your false chat channel lol,1,Republican ADMITS What Is Behind Killing Border Deal
"God bless Texas, I hope our state and governor doesn’t back down- we are ready if we must be",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
STFU Turks you are pathetic,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Gatling guns to defend the border? Interesting suggestion on your part. The Border Patrol members on the line support Texas' efforts.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"Just close 💩 down , and stop crying about who’s above who and who’s more powerful than whoever , estupidos ,",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"The mayors of New York, Chicago and Denver said a nonending flow of migrants arriving from the southern border has pushed their cities to the breaking point  WSJ  What went wrong? Immmigrants are not a drain on resources.",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
TRUMP is correct soyboy,0,Republican ADMITS What Is Behind Killing Border Deal
"I am tired of democrats and Republicans, let vote all of them out and put Americans to run for office",0,Republican ADMITS What Is Behind Killing Border Deal
"How is this orange traitor /terrorist still a thing? It baffles me every single time I see his painted/bloated, vagina neck’d, fat face on stage.  It’s Idiocracy in real life. FML!!! Ugggggg",1,Republican ADMITS What Is Behind Killing Border Deal
"Republicans and fox deserve each other, they both suck,",1,Republican ADMITS What Is Behind Killing Border Deal
"Repubs want the border to be bad, and for the US economy to tank, .....so it will (in their view) make Dems look bad, and give Putin's Agent Orange a chance to get back into soiling the Oval Office.",0,Republican ADMITS What Is Behind Killing Border Deal
SO? They would do shit!,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
The republicans did the same thing to Obama.  They don’t  care about the American people.,0,Republican ADMITS What Is Behind Killing Border Deal
Hatfield’s and McCoy’s it’s a southern thing. God republicans are pitiful.,0,Republican ADMITS What Is Behind Killing Border Deal
"The young, oh wait, the old idiots.",1,Republican ADMITS What Is Behind Killing Border Deal
you have not been following the law so eat a phat dixk,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"I’m for that will send you 12,000 illegals a day until you idiots agree",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
WHY IS THIS MAN STILL ON Y'ALL SHOW AFTER DEFENDING BENJAMIN NETANYAHU AND THE I.D.F LAST WEEK. UNSUBSCRIBED. CENK YOU ANNA ARE PATHETIC FOR ALLOWING MAN BACK ON YOUR SHOW AGAIN. TERRIBLE DISCUSTING HORRIBLE.,1,Republican ADMITS What Is Behind Killing Border Deal
Your not telling the truth,0,Republican ADMITS What Is Behind Killing Border Deal
Fuck Abbott and Texas. Send in the military to arrest these clowns. They also shouldn’t hold back in using force.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
The guy on this show is a idiot.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
They want to chisel into stone an allowance of 5000 criminal alien invaders Per Day to come across and infest our cities,0,Republican ADMITS What Is Behind Killing Border Deal
Get out of Trump  pants,0,Republican ADMITS What Is Behind Killing Border Deal
How are these stupid a$$ bags still on line,1,Republican ADMITS What Is Behind Killing Border Deal
What a retard,1,Republican ADMITS What Is Behind Killing Border Deal
It's not true the federal government cannot override the state.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
You're All full of dung..... We don't want any further deals with that idiot pedo.....no bills....no nothing. Why can't he just obey the constitution??! Article 4 Section 4.......why???...cause he's no good. Useless. Destructive and Demented.....,1,Republican ADMITS What Is Behind Killing Border Deal
Trump and his cult are WHINEY LOSERS,1,Republican ADMITS What Is Behind Killing Border Deal
I see they're still letting that hateful little rat fuck host the show,1,Republican ADMITS What Is Behind Killing Border Deal
The Biden border plan it’s to fund more money to allow more illegals,0,Republican ADMITS What Is Behind Killing Border Deal
And this is the SCOTUS rapey is relying on to squash his crimes 😂.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
DONT MESS WITH TEXAS,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Hey I don’t like the disrespectful voice your using TURK,0,Republican ADMITS What Is Behind Killing Border Deal
U people are disgusting,1,Republican ADMITS What Is Behind Killing Border Deal
So Republicans want open borders. How ironic. 😂😂😂😂🤣🤣🤣🤣🤣🤣,0,Republican ADMITS What Is Behind Killing Border Deal
"this guy is twisting everything,reason for immigrants is voting for biden.trump .",0,Republican ADMITS What Is Behind Killing Border Deal
What an idiot.  We want closed borders.   You are a dumb azz.  You dont know shiat,1,Republican ADMITS What Is Behind Killing Border Deal
Yup...DOA.  Not a deal.  Keep out illegals.  Do not compromise.,0,Republican ADMITS What Is Behind Killing Border Deal
Both parties suck I only trust them to lie cheat and steal from America.  Politicians are just as bad as thier media pets.,1,Republican ADMITS What Is Behind Killing Border Deal
No wonder young turds is going BROKE!!,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
American Patriots against Woke Marxists open borders!!😳,0,Republican ADMITS What Is Behind Killing Border Deal
The Biden administration = human trfficers.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"Gorsuch ruled against a truck driver freezing to death abandoning his disabled truck. So yeah, that tracks.",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
You Marxist never give up... You want that digital currency and for the government to digitially control your brains because you have none..   National Security is a higher priority than federal egos and a corrupt president..,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"THIS FOOL IS ANTI-AMERICAN, AND ANTI- CONSTITUTION, A COMPLETE ENEMY OF THE PEOPLE.",1,Republican ADMITS What Is Behind Killing Border Deal
This was NOT the deal proposed by Republicans.  They DID change the deal to include ridiculous liberal BS.,0,Republican ADMITS What Is Behind Killing Border Deal
What a dick head channel. This guy sucks! Lying Demoncrats!,1,Republican ADMITS What Is Behind Killing Border Deal
"These news castors ( as well as many others) should get a real job, payed to do this crap....no wonder dollar ain't worth sh!t",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"the Democrat deal is hiring more Border Patrol to process and hand out gift cards to illegal arrivals, a big pass on that",0,Republican ADMITS What Is Behind Killing Border Deal
That’s because Republicans and Trump want remaining Mexico put back in place,0,Republican ADMITS What Is Behind Killing Border Deal
"Hey white people, you wouldn’t be here if your ancestors hadn’t migrated here! There needs to be something done about immigration, and Biden is trying to get something done, but the Republicans shoot it down because the Republicans don’t have anything to run on, they are losers.",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
So democrats ignore SCOTUSs Decisions regularly especially regarding the 2A but Republicans are supposed to obey??,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
What is the word for beyond gaslighting   This fuck is treasonous,1,Republican ADMITS What Is Behind Killing Border Deal
Young turks do you guys listen to your own bullshit. So the Republicans own the border. Democrats never wanted a wall dems kept the border open for the last three years so do some research before you post this propaganda.,1,Republican ADMITS What Is Behind Killing Border Deal
"No, the insanity isn't idiot on TV, saying s*** about Gatlin guns and moron, nobody said about mowing and killing be pulled at all. You're the one saying that so quit being insane doofus",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Biden owns the open border,0,Republican ADMITS What Is Behind Killing Border Deal
Well need to share your leader bull shit,1,Republican ADMITS What Is Behind Killing Border Deal
Trump for Jail,0,Republican ADMITS What Is Behind Killing Border Deal
Do any of you know what's in the deal? Are you informing or propagandizing? Worthless content.,0,Republican ADMITS What Is Behind Killing Border Deal
We support Texas. Fuck joe Biden,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"Bla bla bla says the talking head of the useful idiot working for the young turks named after the muslim murders of millions of Christian Armenians by crucifixion, beating, raping,burning alive, throwing off tall buildings just like the book of satan tells them 😢",1,Republican ADMITS What Is Behind Killing Border Deal
THIS PEOPLE ARE NUTS THEY ARE SUPPOSED TO BE ON OUR SIDE NOT ON THE ENEMIES SIDE  BIDEN IS A TRAITOR N HIS PARTY,0,Republican ADMITS What Is Behind Killing Border Deal
THEY NEED GATLIN GUNS....MOVE YOUR PHAT ASS TO TEXAS AND YOU SUFFER AT HANDS OF ILLEGAL VIOLENT MIGRANT CRIMES,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"Your replacements came over the southern border already. They will work twice as hard for half as much, and won't constantly complain about oligarchs and pronouns. You only have yourselves to blame.",0,Republican ADMITS What Is Behind Killing Border Deal
And you talking heads should shove your head up your own ass and get out of the way,1,Republican ADMITS What Is Behind Killing Border Deal
Y I yr constitutional issues not comparative to this. Your an idiot.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"This channel, TYT is trash. TRASH……  unbelievable",1,Republican ADMITS What Is Behind Killing Border Deal
The young REJECTS are full of crap,1,Republican ADMITS What Is Behind Killing Border Deal
"BWAHAHAHA looks like they're messing with Texas! Suck it, racists!",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
The true colors Are coming out the government is wanting to destroy our country.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Should you become an annual member? Of Couuuurse! Click Here: https://go.tyt.com/tytjoin,0,Republican ADMITS What Is Behind Killing Border Deal
Razor wire!! Sick af,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Nowhere too run turks for helping them people won't forget because stupidity is no excuse.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
You're nonsense shrek looking motherfucker.... It's easy for you to call that crazy. You don't live there on the Borders we do. All this bull shit is about votes anyways... Arizona needs to stand their ground next,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
They are going to give all those fighting age men citizenship to join the military.Yes all these orders are coming from something higher than the presidentsie. This is a prison planet.,0,Republican ADMITS What Is Behind Killing Border Deal
You are id iots,1,Republican ADMITS What Is Behind Killing Border Deal
The feds want the authority minus the responsibility,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"And we are talking about 6 plus million illegal immigrants that are from all over the world, not just Mexico, which means terrorist groups. There are enough immigrants already that have passed over the border illegally to fill up the population of thirty three states",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
young turks sucks balls,1,Republican ADMITS What Is Behind Killing Border Deal
"This clown is joking right? What a moron. Wow buddy you spew alot of crap like a sewer pipe and have no clue what your talking about. How did you get this job, you are really really dumb. Guess college was not very good to you😂",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"Keep it up Mr. Abbott. Obiden has already killed the law, so don't listen to Obiden he is WRONG.  DON'T MESS WITH TEXAS  OBIDEN    IGNORE THEM, OBIDEN IGNORE'S THE LAW.   GET HARD WITH CROOK'S,   UP THE PUNISHMENTS FOR YOUNG CRIMINALS.",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
BS Biden is putting Ukraine and Israel in with the bill. plus Biden is only going to use the money to house immigrants and process them faster.,0,Republican ADMITS What Is Behind Killing Border Deal
They both have the same stupid ass smug look on their face..,1,Republican ADMITS What Is Behind Killing Border Deal
When is Hawley going to be held accountable for his part in the insurrection?  I keep asking that question with no answer.,0,Republican ADMITS What Is Behind Killing Border Deal
Sick. It’s sick that our government won’t protect the people that are legal CITIZENS.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"🤔 Stop saying the left.. At this point, it's the American majority.!!",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
If Democrats was really worried about the border they would have fixed the issue when they had both the Congress and Senate.,0,Republican ADMITS What Is Behind Killing Border Deal
Shut up you clanging symbols... Leave this place you hate so dearly. Like you talk any truth,0,Republican ADMITS What Is Behind Killing Border Deal
Definitely a Democrat ran channel fake news,0,Republican ADMITS What Is Behind Killing Border Deal
Yall ain't  talking about 83 million ha ha hehe hilarious  idiots.,1,Republican ADMITS What Is Behind Killing Border Deal
Cant wait for biden to get his dumb ass out of the Whitehouse..,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
U guys suck! Woke woke woke,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
This is what america has become a bunch a child killing racists good work trump texas is even worst than people think. Good work america you officially suck even more.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Government forcing invasion. WTF,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
The Young Turks are just engaging in meaningless blabbing,0,Republican ADMITS What Is Behind Killing Border Deal
"This reporter is another biased Democrat mouth piece passing incorrect(lies) about this deal, this deal was not a border closing deal,it would never have been implemented by the Dumbocraps or Joe Biden but just another funding source of your tax dollars.",0,Republican ADMITS What Is Behind Killing Border Deal
